6.32160646,13.30596535,15.1037684
6.877097594,12.47782502,2.044980224
6.953220003,4.265681744,13.96159416
14.14753103,31.54274619,16.42600225
17.506813,33.52461517,13.93808347
19.57047677,19.13882622,6.715003707
21.10411211,45.60118653,15.12146235
25.284676,19.1635017,17.78248951
30.94439088,21.43012281,11.41108604
33.63290476,43.09376119,13.72534921
40.31713037,9.514202476,9.085897995
42.85702926,26.35107336,17.62569499
46.18857635,15.38675308,2.116826719
46.6863387,47.46738501,6.450737662
47.45411795,26.50164569,12.1931868
